"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00374231937351387,0.0132677049528244,0.462067069200863,0.367822819382151,0.080621114936804,-0.0731807391076877,0.0900777950680854,-0.0636992859196171
"30",30,0.0442760826727201,0.0592774623598364,0.129828303236241,0.0655595446976907,0.120766878869343,-0.0327373831338272,0.135561495452045,-0.0177052456429829
"50",50,0.119515382916402,0.163600198697888,0.00113608910056073,1.38713807206203e-05,0.194628555037462,0.0430086767855343,0.237513989605847,0.0878028648675369
"70",70,0.216529858816802,0.283384166442733,1.22979000316548e-08,9.02611319020252e-14,0.288625781563226,0.141992256386355,0.352601976746883,0.211082243696507
"90",90,0.275984745168259,0.349984730294587,3.96793709001031e-13,0,0.345552806694972,0.203399656711941,0.415698402935344,0.280635914956606
"110",110,0.268249227629811,0.290794629847802,1.77891035235689e-12,1.95399252334028e-14,0.338175045594551,0.195377656392184,0.359653801772604,0.218785258651974
