"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00932090228409146,0.0196136238819502,0.406256610772167,0.308841513833104,0.086161139985062,-0.0676295719849267,0.0963702636868821,-0.057374913903616
"30",30,0.0503557215474347,0.0747423374435601,0.0998921299735451,0.0284186451301833,0.12676682032856,-0.0266494750227952,0.150777689813838,-0.00217214535160079
"50",50,0.13673576089885,0.176439176627818,0.000236309237850563,3.0165792657133e-06,0.211414679681171,0.0604696165638511,0.249949725158102,0.100906329028936
"70",70,0.250854792285276,0.304865446906522,4.37034852751594e-11,8.88178419700125e-16,0.321553623542966,0.177374569055888,0.373022031853727,0.233436307898614
"90",90,0.327774972586912,0.389738567608773,0,0,0.394727257819004,0.257360136108968,0.453061551945842,0.322502510179959
"110",110,0.322663755529306,0.377410158031112,0,0,0.389891192996868,0.252015132167267,0.4414982881448,0.309490692924889
