"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00421763102691838,0.000184119847285399,0.45726659843206,0.498130915061717,0.0810933265345873,-0.0727079490403367,0.0770850260481679,-0.0767189640926034
"30",30,0.0161437425094383,0.0213101985727275,0.34060195190017,0.293798546190733,0.0929303684155033,-0.0608337794409833,0.0980515097302992,-0.0556830522994227
"50",50,0.0132367014520739,0.0563499830894176,0.368120193376303,0.0756402073872322,0.0900470376424879,-0.0637301689833059,0.132677034604485,-0.0206414628297695
"70",70,0.0133937695196738,0.105685607073723,0.366614470821304,0.00350009942779095,0.0902028575498982,-0.0635737095483287,0.181115599597777,0.0290194631925211
"90",90,0.0254628922398139,0.112849282849533,0.258481328594511,0.00198350743364584,0.102164836105888,-0.051540028388515,0.188118723158374,0.0362619787977129
"110",110,0.0293247162641051,0.0894733318519402,0.227725597027387,0.0112648269803399,0.105987697967007,-0.0476848168236018,0.165238377452526,0.0126584327894484
