"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.0106330828202226,0.0105738575731572,0.393358062391899,0.393937843573128,0.0874635610638484,-0.0663231476317387,0.08740478196932,-0.0663821187598059
"30",30,0.0165120217316693,0.0548118676602524,0.337171881037367,0.0813883328713492,0.0932955520060191,-0.0604667570692889,0.13116100305391,-0.0221836371851465
"50",50,0.0170644223499326,0.185538544193837,0.332052241785571,9.55425656479214e-07,0.0938432705982672,-0.0599162026357923,0.258748642560128,0.110209040497308
"70",70,0.0375744172932062,0.413064593602502,0.169420614041989,0,0.114146582953124,-0.0394415486068149,0.474881738988285,0.347191298498318
"90",90,0.0511916905485291,0.669203835385083,0.0962055080444766,0,0.127591393650619,-0.0258119220236575,0.709588215397326,0.624437325613367
"110",110,0.0293100922241759,0.753491084600912,0.227838051290121,0,0.105973225743198,-0.0476994201523038,0.784911414207302,0.718205481765276
