"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00205654795159703,0.00359261223581287,0.47913246595442,0.46358023139298,0.0789460600852768,-0.074857288588603,0.0804723770652566,-0.0733296448713329
"30",30,0.00353569609594055,0.0287954036843102,0.464155649386731,0.231815645702737,0.0804158285258167,-0.0733862554424596,0.105463859637306,-0.0482133587997124
"50",50,0,0.0814117697431242,0.5,0.0189908881752074,0.076901997661955,-0.0769019976619549,0.157328774782631,0.00453818441818395
"70",70,0,0.128874049762181,0.5,0.00049549163458229,0.076901997661955,-0.0769019976619549,0.203756681808697,0.0524922859218875
"90",90,0.00460776599946839,0.120644910863699,0.453330992075089,0.0010308589420529,0.0814808912001333,-0.0723198579445295,0.195730949142998,0.0441525532906905
"110",110,0,0.116293899630461,0.5,0.00149240455526656,0.076901997661955,-0.0769019976619549,0.191483416445691,0.0397473719851561
