"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00658470616835405,0.0243842578066382,0.433466131100644,0.267439741504376,0.083444449475447,-0.0703529165965542,0.101096679164184,-0.0526164060418933
"30",30,0.0688185909805729,0.101373899644817,0.039780532601281,0.00485163424579005,0.144953453347985,-0.00812641399753483,0.1768968351603,0.024664180366397
"50",50,0.180796285526766,0.256005720532074,1.75195853080456e-06,1.73574488115946e-11,0.254164483019522,0.10535915899655,0.326480188032622,0.182700614045543
"70",70,0.336227984611699,0.473023206582653,0,0,0.402717086178556,0.266209254131499,0.530623032883687,0.411074636464241
"90",90,0.423275099789782,0.671636174233974,0,0,0.484409237334291,0.358027136296198,0.711774882822508,0.627125300898822
"110",110,0.422136173153124,0.785372743327411,0,0,0.483347214602111,0.356817585813766,0.813162389377297,0.754010517471184
