"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.0108520698369658,0.0111147700253023,0.391216362876659,0.388651487702101,0.0876808937729658,-0.0661050955581001,0.0879415997791024,-0.0658435072440005
"30",30,0.0156350822132449,0.0686439051688741,0.345361159040669,0.0401647272408354,0.0924259497732389,-0.0613406695716655,0.14478162186893,-0.00830191709666198
"50",50,0.0153269801737061,0.22756731838133,0.348255838516777,2.20750007162707e-09,0.0921203977895486,-0.0616476800918384,0.299232630879725,0.153348986467732
"70",70,0.0359742637638416,0.50440606867937,0.179912544163426,0,0.112564851580236,-0.0410412742857878,0.559601227446616,0.444756085899723
"90",90,0.055942592838301,0.782886587545138,0.0771317436148035,0,0.132275528327662,-0.0210499638128472,0.810964054346887,0.751211697693952
"110",110,0.0341502374729649,0.905420406873422,0.192357566221657,0,0.110761351294741,-0.0428643314169817,0.918377060622351,0.890524411071209
