"","lib_sizes","x_xmap_y_means","y_xmap_x_means","x_xmap_y_Sig","y_xmap_x_Sig","x_xmap_y_upper","x_xmap_y_lower","y_xmap_x_upper","y_xmap_x_lower"
"10",10,0.00286546339886128,0.000726651897347636,0.470936957007248,0.492623816037418,0.0797498873868286,-0.0740528525392822,0.0776243118364905,-0.0761796027556565
"30",30,0.0112469445622586,0.0159518360537844,0.387362822006043,0.34239457425266,0.0880727669867469,-0.0657118881334327,0.0927400668735204,-0.0610250227158316
"50",50,0.0226826608407789,0.0837207889767161,0.281882648844948,0.0164169281691258,0.0994112512887033,-0.0543140791468726,0.159595265094856,0.00686297719280797
"70",70,0.041055656116619,0.146418668527218,0.147978223298908,8.98455646993757e-05,0.117586402701056,-0.0359598762952336,0.220834098945336,0.0703083348484879
"90",90,0.062296719289317,0.129915194635942,0.0562851688357505,0.000450240414900382,0.138535031335857,-0.01467558531796,0.204771375140171,0.0535481828387925
"110",110,0.0869033159087987,0.169662715722794,0.0133616211954499,6.84396638894746e-06,0.16271786380654,0.0100686071369564,0.243389117779165,0.0939870042664589
